Timestamp,Open,High,Low,Close.Volume
1471332530,567.0300,567.8000,566.9900,567.7900,56.3387
1471336130,567.7900,568.4600,567.4400,568.2000,102.1329
1471339731,568.2000,569.1000,568.1100,568.9200,95.7840
1471343332,568.9200,569.9200,568.9100,569.0300,94.6479
1471346971,569.0300,569.4900,568.5400,569.1200,132.3652
1471350571,569.1200,569.2200,568.0000,568.9600,130.4704
1471354180,568.9600,570.0000,568.2300,569.6900,180.1334
1471357801,569.6900,570.0000,568.9900,569.7400,229.1872
1471361401,569.7400,578.4600,569.7300,577.3800,543.7121
1471365002,577.3800,577.3800,575.7100,576.2900,275.5021
1471368661,576.2900,581.8900,575.9900,580.3000,361.8784
1471372303,580.3000,581.9900,580.2700,581.7600,165.6208
1471375921,581.7600,581.8600,579.6500,580.7300,281.0954
1471379521,580.7300,581.7000,579.6700,579.9200,203.9204
1471383121,579.9200,580.9600,579.3000,580.1300,193.7502
1471386721,580.1300,581.5400,579.8300,581.5000,190.1197
1471390350,581.5000,581.9800,581.1600,581.8600,130.1996
1471393959,581.8600,581.8600,576.3300,578.9400,227.0905
1471397580,578.9400,581.5900,578.6700,581.3300,134.2869
1471401181,581.3300,581.9900,580.1200,580.9300,287.8194
1471404781,580.9300,581.6400,578.9300,579.2500,137.6202
1471408381,579.2500,579.8900,577.2000,578.0000,142.4174
1471411981,578.0000,579.3800,577.3300,578.3000,112.1477
1471415581,578.3000,579.2200,577.8900,578.5900,107.0854
1471419181,578.5900,580.6600,578.0200,580.2700,92.2664
1471422781,580.2700,580.2700,579.2800,579.7800,65.2688
1471426501,579.7800,580.2200,579.4300,580.2200,49.2193
1471430220,580.2200,581.1200,580.2200,581.1100,89.1898
1471433820,581.1100,581.2100,577.8900,578.1000,165.8787
1471437421,578.1000,578.9000,573.0600,575.4300,326.0351
1471441021,575.4300,575.5600,574.0400,575.2700,138.1172
1471444622,575.2700,575.9900,573.0000,573.2300,280.8191
1471448251,573.2300,574.7000,572.8000,574.1700,233.2063
1471451851,574.1700,574.2900,571.0000,571.3400,331.3777
1471455454,571.3400,571.8900,569.6700,571.4600,332.9288
1471459071,571.4600,572.2600,570.6000,570.7600,187.7464
1471462687,570.7600,572.8700,570.6200,572.0000,246.4598
1471466311,572.0000,573.1400,571.7300,572.9700,261.0646
1471469941,572.9700,573.5300,570.9900,573.4100,222.6871
1471473541,573.4100,573.9900,572.6000,573.9900,237.9376
1471477141,573.9900,574.9900,573.8000,574.0000,194.2507
1471480771,574.0000,574.9900,573.7200,574.9900,248.1179
1471484371,574.9900,575.1000,573.6000,574.6000,254.6894
1471487971,574.6000,574.9900,573.7300,574.3800,198.6644
1471491571,574.3800,574.8000,574.0200,574.7900,98.0889
1471495171,574.7900,574.9900,574.1600,574.5300,144.1519
1471498800,574.5300,574.5300,573.3600,573.9800,98.4868
1471502401,573.9800,574.3200,573.4800,573.7800,98.4854
1471506001,573.7800,574.5000,573.6100,574.2800,90.7615
1471509601,574.2800,574.7400,574.1100,574.7400,55.6227
1471513231,574.7400,575.1000,574.5600,575.1000,56.0522
1471516891,575.1000,576.0000,575.0900,575.9000,71.4892
1471520498,575.9000,576.0000,575.5200,575.9600,67.9040
1471524121,575.9600,576.9900,575.7400,576.3800,194.4918
1471527721,576.3800,576.3900,575.4700,575.8500,194.3313
1471531321,575.8500,576.0900,575.7000,575.9500,110.7514
1471534921,575.9500,575.9900,575.0000,575.6500,248.5486
1471538521,575.6500,576.3900,573.7600,576.0900,385.4040
1471542121,576.0900,576.3500,575.2100,575.9900,180.6194
1471545724,575.9900,576.2500,575.2100,575.5900,221.7930
1471549354,575.5900,576.8700,575.3000,576.8200,195.6160
1471552981,576.8200,576.8500,575.0000,575.0100,184.4027
1471556581,575.0100,575.4600,574.1500,574.6800,194.3462
1471560181,574.6800,575.5600,573.8700,574.9300,201.3465
1471563781,574.9300,574.9300,573.0000,573.9700,208.7176
1471567381,573.9700,574.2800,573.4200,574.0900,155.0985
1471570984,574.0900,575.7400,573.4500,575.2400,174.6772
1471574619,575.2400,575.4900,573.7700,574.9800,173.3169
1471578240,574.9800,575.3700,574.4500,574.9000,154.0879
1471581841,574.9000,575.3400,574.4900,575.3000,98.6841
1471585441,575.3000,575.3300,573.7000,574.1200,152.7974
1471589101,574.1200,574.6100,572.6800,572.9400,88.6428
1471592701,572.9400,574.1300,572.9400,573.7500,62.7850
1471596330,573.7500,574.4200,573.2500,574.1300,65.3931
1471599932,574.1300,574.4900,573.6500,574.2200,98.2462
1471603563,574.2200,575.0600,573.7900,574.8000,55.3991
1471607225,574.8000,575.4000,574.7900,575.2100,69.5859
1471610882,575.2100,575.8200,574.6500,575.4900,148.2557
1471614511,575.4900,575.5000,574.9000,575.1700,159.2223
1471618140,575.1700,576.0000,574.8900,576.0000,232.9236
1471621741,576.0000,576.9900,575.9900,576.8900,135.9254
1471625343,576.8900,576.9700,574.8500,575.2500,317.7051
1471628971,575.2500,575.2600,574.7300,574.9900,258.1404
1471632571,574.9900,575.2500,574.6600,575.2400,198.9138
1471636186,575.2400,575.4900,574.8300,575.2100,206.1313
1471639804,575.2100,575.5000,574.6700,575.2200,231.3888
1471643431,575.2200,575.5000,574.3300,575.0800,310.3422
1471647031,575.0800,575.2800,573.8900,574.3900,227.3329
1471650631,574.3900,575.3300,574.1200,574.4300,187.6731
1471654248,574.4300,574.6500,573.1800,573.7000,249.4062
1471657861,573.7000,574.4000,573.5700,574.1900,127.6837
1471661490,574.1900,574.5800,574.0700,574.2100,123.6343
1471665121,574.2100,574.7700,572.3800,573.5300,194.5259
1471669084,573.5300,574.3400,573.1200,574.3400,69.7410
1471673642,574.3400,574.4800,574.3300,574.4600,4.0393
1471677271,574.4600,574.8500,574.4600,574.7400,62.9876
1471680872,574.7400,574.9800,574.6000,574.9300,41.2266
1471684472,574.9300,576.9900,573.6800,576.9900,361.2890
1471688089,576.9900,580.0000,576.9900,579.8800,422.1057
1471691706,579.8800,580.0000,579.4400,580.0000,62.6368
1471695332,580.0000,580.8000,579.8700,580.6600,73.3454
1471698960,580.6600,581.0700,579.7900,579.7900,121.7127
1471702561,579.7900,581.4000,579.4600,581.1500,81.3268
1471706191,581.1500,581.1600,579.0000,579.3700,248.4023
1471709791,579.3700,579.5300,578.9700,579.5300,127.3157
1471713391,579.5300,579.9900,579.5000,579.9800,163.6877
1471716995,579.9800,580.9000,579.5000,580.9000,241.6111
1471720619,580.9000,581.7200,580.8900,581.6800,130.5838
1471724221,581.6800,581.9100,580.6900,581.6400,139.7285
1471727851,581.6400,581.9900,580.6200,581.9700,207.6259
1471731451,581.9700,582.9800,581.7100,582.9800,117.0705
1471735080,582.9800,582.9900,582.0900,582.9900,171.8561
1471738681,582.9900,583.9200,581.5200,581.8200,173.9781
1471742281,581.8200,581.9900,579.8900,581.5000,182.9183
1471745910,581.5000,582.9900,581.4900,582.9000,114.7875
1471749511,582.9000,582.9900,582.3300,582.9900,117.9795
1471753112,582.9900,582.9900,581.0800,582.3700,170.7967
1471756741,582.3700,582.3700,581.4000,582.3200,71.9688
1471760341,582.3200,582.9900,581.9400,582.9900,69.6084
1471764030,582.9900,583.9900,582.9800,583.7700,89.4674
1471767631,583.7700,583.8900,583.3200,583.4900,27.7853
1471771231,583.4900,583.5000,582.6400,582.7400,32.4180
1471774831,582.7400,583.2000,581.3000,581.8900,88.1621
1471778431,581.8900,582.0000,581.3200,581.6900,25.0278
1471782031,581.6900,581.9200,581.5900,581.5900,39.8952
1471785631,581.5900,582.3500,581.5000,582.3200,45.8351
1471789290,582.3200,582.7700,581.8600,582.1700,123.3672
1471792891,582.1700,582.1700,580.5800,581.3900,83.8015
1471796492,581.3900,582.6400,581.3400,581.8100,101.9274
1471800096,581.8100,582.0000,581.1000,581.9800,95.7690
1471803721,581.9800,581.9900,580.5800,581.0000,117.9249
1471807321,581.0000,581.7500,580.2700,581.6300,108.0924
1471810921,581.6300,581.7800,580.6000,581.0800,125.9361
1471814550,581.0800,581.9900,580.2600,580.6300,99.9632
1471818151,580.6300,581.2100,579.8500,580.8000,211.3198
1471821782,580.8000,580.9900,579.3400,580.2600,194.4241
1471825394,580.2600,581.8900,580.2500,581.5700,157.7954
1471829014,581.5700,581.9900,581.1300,581.6800,127.6926
1471832640,581.6800,581.9800,580.7100,581.2100,120.4009
1471836241,581.2100,581.8800,580.9100,581.7600,75.2532
1471839841,581.7600,581.8600,579.2200,579.9500,338.2867
1471843441,579.9500,581.0800,579.8100,580.9100,82.3126
1471847071,580.9100,581.1800,580.0000,580.0300,117.0261
1471850671,580.0300,580.8200,580.0100,580.6200,56.0358
1471854271,580.6200,580.8400,580.2200,580.7600,51.2966
1471857871,580.7600,581.0200,580.0800,580.5900,81.7892
1471861486,580.5900,581.0200,580.5800,580.7500,34.0289
1471865101,580.7500,581.1700,580.3000,580.8500,55.6899
1471868701,580.8500,581.8400,580.7000,581.1100,179.4052
1471872301,581.1100,581.9900,580.7000,581.8300,111.8867
1471875905,581.8300,582.0000,581.0400,582.0000,185.9703
1471879510,582.0000,583.9900,581.7200,583.7900,263.9915
1471883124,583.7900,586.9900,583.0100,585.0000,291.6919
1471886761,585.0000,586.1500,584.0700,585.7500,304.3989
1471890390,585.7500,585.9900,585.1600,585.8400,247.2051
1471893990,585.8400,585.9900,584.0000,584.3300,255.5943
1471897591,584.3300,585.9700,583.8800,585.9300,244.3269
1471901193,585.9300,585.9900,581.0100,582.8500,672.8257
1471904821,582.8500,584.9800,582.8500,584.5000,239.4780
1471908421,584.5000,585.1200,583.7900,585.1200,194.2383
1471912021,585.1200,585.3200,584.6100,584.9300,165.8765
1471915621,584.9300,585.6500,584.2000,585.5100,198.3248
1471919224,585.5100,585.7100,584.9300,585.6700,140.4684
1471922851,585.6700,585.9800,584.0500,585.9800,239.4895
1471926451,585.9800,585.9900,585.5400,585.8700,94.0041
1471930051,585.8700,585.9900,585.5300,585.9300,93.0432
1471933681,585.9300,585.9300,585.6400,585.9300,67.0648
1471937281,585.9300,586.4800,585.3100,586.4800,124.2786
1471940897,586.4800,586.7700,583.2200,583.2200,138.0564
1471944511,583.2200,583.3800,580.6000,581.2600,95.7461
1471948111,581.2600,581.6900,579.2200,581.6900,280.5407
1471951741,581.6900,582.3600,581.1200,581.9000,120.6981
1471955341,581.9000,582.0300,580.5500,581.6600,126.1231
1471958970,581.6600,584.1800,581.4400,583.7700,158.4823
1471962570,583.7700,585.7400,583.2300,584.6700,211.8304
1471966170,584.6700,585.0400,583.1100,583.6000,180.2697
1471969771,583.6000,583.6300,580.3800,582.7400,268.2736
1471973371,582.7400,583.0400,581.0000,582.6500,194.6499
1471976971,582.6500,582.6500,580.6000,581.4500,241.1504
1471980571,581.4500,581.7900,577.4700,579.1900,725.5142
1471984171,579.1900,580.5000,579.0000,580.3400,249.0419
1471987774,580.3400,583.9900,579.2200,583.6300,550.7741
1471991386,583.6300,583.9800,581.5200,582.4300,290.8760
1471995001,582.4300,582.9900,582.0000,582.4500,162.5807
1471998604,582.4500,582.6800,581.5200,581.6400,140.2603
1472002206,581.6400,582.3800,580.5500,582.0800,155.6551
1472005809,582.0800,582.2900,580.9700,581.2400,149.9554
1472009416,581.2400,581.5800,579.5500,579.6600,153.8399
1472013036,579.6600,580.2000,578.8200,579.1800,180.1704
1472016640,579.1800,579.3900,578.9600,579.3000,72.2154
1472020322,579.3000,579.7900,578.6000,578.8600,133.8737
1472023939,578.8600,579.1900,578.5900,579.1300,71.2427
1472027549,579.1300,581.3900,579.1000,581.0700,58.6426
1472031150,581.0700,581.4500,580.1400,580.5100,84.0776
1472034751,580.5100,580.6400,578.6800,579.5400,166.0107
1472038351,579.5400,580.4700,579.2100,580.4700,81.1244
1472041951,580.4700,581.0700,580.2100,581.0500,77.9170
1472045551,581.0500,581.1600,579.5500,580.0500,114.4826
1472049171,580.0500,580.7500,580.0500,580.1700,134.7211
1472052781,580.1700,580.4300,578.0000,578.3100,321.6398
1472056381,578.3100,579.3600,578.0300,579.2900,128.4573
1472059981,579.2900,579.9900,577.8000,578.4500,236.3682
1472063595,578.4500,579.0000,577.8000,578.5900,325.2783
1472067200,578.5900,579.8300,578.4600,579.2900,200.6919
1472070811,579.2900,579.8300,578.4400,579.0900,159.8460
1472074411,579.0900,579.3600,575.2900,578.5100,382.7847
1472078011,578.5100,579.0000,577.9100,578.7300,173.2117
1472081612,578.7300,579.3400,578.7100,578.9100,129.5621
1472085241,578.9100,579.0300,578.3400,578.5500,161.5366
1472088841,578.5500,579.0000,576.6500,577.0000,247.3172
1472092441,577.0000,577.1400,575.2000,575.7500,184.7738
1472096042,575.7500,577.6300,575.7400,576.8800,166.7881
1472099671,576.8800,577.0100,575.6700,575.8000,133.0076
1472103271,575.8000,575.8000,573.9400,574.5300,216.6590
1472106871,574.5300,574.9200,573.2600,574.6900,102.1046
1472110561,574.6900,574.9300,573.9000,574.6400,83.4619
1472114191,574.6400,575.3000,574.1700,575.0700,69.7691
1472117821,575.0700,575.1600,573.5400,574.0700,63.3912
1472121451,574.0700,574.5200,573.8000,574.3300,58.3840
1472125051,574.3300,574.6600,574.0000,574.6500,60.3438
1472128651,574.6500,574.7100,574.1100,574.4500,91.0049
1472132251,574.4500,574.8400,574.0200,574.4900,124.8140
1472135851,574.4900,574.6000,573.8000,574.3900,140.8920
1472139451,574.3900,575.1800,574.0600,574.5300,242.7520
1472143051,574.5300,575.0200,573.1200,574.8700,265.7978
1472146651,574.8700,575.2600,574.7600,574.9800,166.8247
1472150282,574.9800,575.3900,574.3300,575.1700,172.6397
1472153910,575.1700,576.0000,574.1400,575.7800,291.0006
1472157511,575.7800,575.9900,575.0800,575.6700,357.7464
1472161111,575.6700,576.6300,575.6700,576.3900,171.5401
1472164711,576.3900,576.9900,576.2400,576.7300,190.6881
1472168340,576.7300,576.7800,574.9200,576.2700,383.6070
1472171941,576.2700,576.4900,575.4100,575.7000,138.4128
1472175572,575.7000,576.2900,575.1700,575.8200,146.7011
1472179201,575.8200,575.9800,575.3200,575.6400,123.0896
1472182801,575.6400,576.1500,574.8500,575.1800,186.1772
1472186401,575.1800,576.6300,575.1800,576.5900,145.0557
1472190001,576.5900,576.6600,576.1900,576.4400,66.4768
1472193630,576.4400,576.6100,575.9300,576.2100,51.6386
1472197232,576.2100,576.6900,575.9900,576.6900,116.0523
1472200874,576.6900,576.9900,576.6900,576.9900,72.3431
1472204491,576.9900,577.9900,576.9800,577.8000,60.4030
1472208091,577.8000,577.9900,577.6400,577.9900,70.4217
1472211721,577.9900,578.5300,577.8500,578.1900,133.3370
1472215351,578.1900,578.9800,577.9400,578.9700,99.8578
1472218952,578.9700,578.9900,578.7100,578.8700,125.0476
1472222581,578.8700,578.9900,578.5100,578.7300,216.5397
1472226181,578.7300,578.9600,577.5200,578.4300,191.2223
1472229781,578.4300,578.9900,577.9500,578.6900,235.3017
1472233386,578.6900,578.6900,578.4800,578.6900,153.3667
1472237011,578.6900,579.2200,578.6700,578.8900,221.8170
1472240618,578.8900,578.9900,578.3500,578.9600,215.7822
1472244241,578.9600,579.8600,578.7400,578.7600,218.4602
1472247869,578.7600,579.4400,578.3800,579.2100,172.2878
1472251486,579.2100,579.3000,578.5900,578.8700,126.5196
1472255102,578.8700,579.2600,578.8700,579.0500,86.5577
1472258731,579.0500,579.3600,579.0100,579.3100,185.6715
1472262331,579.3100,579.4500,578.5300,579.1100,147.3681
1472265960,579.1100,579.1100,577.6400,577.7900,201.0727
1472269561,577.7900,577.7900,576.0000,576.9400,231.0389
1472273161,576.9400,577.0500,576.5800,577.0000,60.3929
1472276761,577.0000,577.1100,575.3200,575.7500,136.7952
1472280362,575.7500,575.8300,575.2000,575.8300,97.6661
1472283992,575.8300,576.2300,575.7300,576.2300,31.5842
1472287621,576.2300,576.4600,575.8400,576.1300,49.1341
1472291340,576.1300,576.1400,575.1100,575.5700,51.8196
1472294941,575.5700,575.8000,575.1400,575.8000,45.7254
1472298571,575.8000,576.0300,575.2600,575.4500,83.0416
1472302180,575.4500,575.5800,575.0000,575.3500,52.9502
1472305801,575.3500,575.6300,574.8400,574.8500,145.9132
1472309401,574.8500,575.0900,574.4400,574.4900,104.5775
1472313003,574.4900,574.4900,570.0700,570.2100,217.0284
1472316613,570.2100,570.2100,568.9800,569.2500,183.0117
1472320230,569.2500,570.1700,568.9500,569.6000,247.0082
1472323831,569.6000,571.2900,569.1400,570.3700,163.2756
1472327461,570.3700,570.9000,570.1000,570.8800,114.4188
1472331078,570.8800,570.9000,569.9900,570.8800,189.4212
1472334680,570.8800,570.9000,570.3600,570.8200,116.5905
1472338281,570.8200,570.9000,570.0500,570.3700,109.9377
1472341882,570.3700,570.9000,570.0600,570.9000,100.2866
1472345485,570.9000,570.9900,569.9800,570.8900,117.4374
1472349088,570.8900,570.9900,570.1700,570.9800,118.8424
1472352691,570.9800,570.9900,569.6500,570.3900,176.1278
1472356321,570.3900,570.9900,570.3800,570.9400,67.5174
1472359922,570.9400,570.9800,570.9000,570.9800,43.7132
1472363551,570.9800,570.9800,570.2200,570.9700,48.0404
1472367151,570.9700,571.6100,570.6600,571.6100,100.3156
1472370751,571.6100,571.6100,571.4500,571.5600,65.6952
1472374351,571.5600,571.6900,571.4600,571.6700,46.1440
1472377951,571.6700,571.7100,571.3000,571.7100,83.5348
1472381551,571.7100,571.9900,571.7000,571.9900,54.9697
1472385181,571.9900,571.9900,571.9800,571.9800,46.5620
1472388880,571.9800,573.1800,571.9800,573.1800,42.9724
1472392489,573.1800,573.9900,573.0500,573.9800,108.9285
1472396098,573.9800,574.1200,573.7800,573.9300,90.6904
1472399701,573.9300,573.9800,571.6600,572.6000,240.3150
1472403330,572.6000,572.8400,572.0500,572.8400,122.1473
1472406961,572.8400,572.9400,571.3500,572.9400,231.7134
1472410561,572.9400,572.9900,572.7000,572.7700,128.6556
1472414161,572.7700,573.9700,572.7300,573.7100,134.2783
1472417761,573.7100,573.7800,573.1400,573.6500,110.3752
1472421362,573.6500,574.4600,573.0100,574.3900,111.4067
1472424970,574.3900,574.9900,574.1100,574.9900,148.3898
1472428591,574.9900,575.4100,574.6600,575.3900,160.1857
1472432191,575.3900,575.9900,575.0000,575.4800,401.8473
1472435791,575.4800,575.4900,575.0000,575.4900,152.5069
1472439391,575.4900,575.9900,575.4700,575.4800,121.0495
1472442991,575.4800,577.7300,575.0800,575.9800,341.6703
1472446620,575.9800,576.4300,573.1500,574.6200,207.8588
1472450251,574.6200,575.7300,574.6200,575.4400,107.9240
1472453851,575.4400,575.4800,573.0200,574.8200,199.0900
1472457451,574.8200,574.8500,573.5600,574.0000,45.7195
1472461080,574.0000,574.4700,573.1800,574.1800,81.5219
1472464831,574.1800,574.3400,573.8700,574.1600,37.0556
1472468431,574.1600,574.2500,573.0000,573.3700,116.3806
1472472060,573.3700,574.4900,573.2500,574.3400,89.9719
1472475671,574.3400,574.9600,573.6700,574.4100,105.8134
1472479291,574.4100,574.9800,574.0500,574.8300,126.0432
1472482908,574.8300,574.8800,573.1200,573.7800,290.7107
1472486519,573.7800,574.5600,572.5500,574.2600,274.2561
1472490121,574.2600,574.6200,571.5800,571.9400,205.6813
1472493750,571.9400,573.3100,571.2400,572.7800,302.2072
1472497351,572.7800,574.1100,572.4800,573.8600,319.9687
1472500951,573.8600,574.4400,573.0000,573.0400,306.8113
1472504551,573.0400,573.3800,572.3600,572.9800,168.7142
1472508180,572.9800,573.3900,571.7900,573.0100,180.7216
1472511783,573.0100,573.5300,572.6100,573.3900,167.5796
1472515411,573.3900,574.3400,571.6700,573.4500,229.4261
1472519011,573.4500,573.6900,572.8100,573.6800,301.5145
1472522611,573.6800,573.6900,572.9600,573.6900,176.4854
1472526212,573.6900,573.7700,572.5500,573.0800,245.8456
1472529812,573.0800,573.2900,572.5300,573.1900,198.0254
1472533415,573.1900,573.6900,572.5800,573.0700,132.9480
1472537041,573.0700,574.0000,573.0700,573.8700,226.6189
1472540641,573.8700,575.9900,573.8700,575.9800,143.5806
1472544241,575.9800,575.9900,575.3000,575.6300,67.0422
1472547843,575.6300,575.9300,573.5100,575.5800,165.9544
1472551471,575.5800,575.9900,575.3200,575.9800,47.4205
1472555072,575.9800,575.9900,575.9400,575.9900,65.6210
1472558701,575.9900,576.5400,575.9400,576.4600,79.6809
1472562301,576.4600,576.8300,576.1300,576.6300,127.7009
1472565901,576.6300,576.6600,575.8200,575.9600,128.4460
1472569501,575.9600,575.9900,575.0700,575.5100,172.4531
1472573101,575.5100,575.9900,575.1900,575.6200,233.5075
1472576701,575.6200,575.6900,573.9600,575.6900,177.3124
1472580331,575.6900,575.6900,574.8100,575.3600,155.4148
1472583931,575.3600,575.9900,574.6300,575.1000,244.2689
1472587531,575.1000,575.9200,574.8500,575.3500,228.1336
1472591132,575.3500,575.9900,574.5600,574.7700,291.8666
1472594801,574.7700,575.9900,574.7000,574.9600,162.6471
1472598421,574.9600,575.6500,574.6800,575.2700,195.5682
1472602050,575.2700,575.4700,574.3200,574.6700,226.2825
1472605651,574.6700,575.1500,574.1200,575.1500,225.5428
1472609251,575.1500,575.1500,572.1400,572.7000,214.4137
1472612877,572.7000,573.5900,572.0200,572.8900,172.5337
1472616481,572.8900,573.8200,572.5300,573.6100,156.7715
1472620081,573.6100,573.6100,572.7900,573.1200,85.0767
1472623681,573.1200,573.1200,572.2300,572.2800,109.7710
1472627281,572.2800,573.1900,572.0000,572.7000,81.2010
1472630881,572.7000,573.5400,572.5100,572.9400,108.5056
1472634481,572.9400,573.2500,572.9400,572.9400,56.5452
1472638111,572.9400,572.9800,572.0000,572.4300,114.6065
1472641741,572.4300,572.7000,572.0000,572.6700,117.6564
1472645341,572.6700,573.2300,571.7100,572.0100,127.1544
1472648941,572.0100,572.7400,571.9200,572.5600,118.6733
1472652541,572.5600,572.7500,572.1500,572.2900,292.8312
1472656141,572.2900,572.7500,571.5500,571.9300,163.8297
1472659741,571.9300,572.5900,571.5500,572.4200,290.9638
1472663377,572.4200,573.3500,570.7500,571.3600,362.6735
1472666995,571.3600,572.2500,570.3500,571.7600,319.5385
1472670631,571.7600,572.0200,570.2100,571.4700,256.6505
1472674231,571.4700,572.2800,570.1100,571.1300,211.3902
1472677831,571.1300,572.9400,570.8100,572.0700,281.7887
1472681431,572.0700,572.1000,571.1800,571.5500,170.4263
1472685031,571.5500,571.5500,569.2100,570.8400,221.6379
1472688631,570.8400,573.3200,570.8400,573.0000,194.2054
1472692260,573.0000,573.3100,571.0000,571.9100,216.6809
1472695861,571.9100,573.3100,571.5100,573.3000,189.4982
1472699461,573.3000,573.3100,571.9800,573.0200,179.7237
1472703061,573.0200,573.3100,571.6300,572.5800,227.7568
1472706661,572.5800,573.0800,570.0800,573.0600,290.7455
1472710291,573.0600,573.0700,571.2300,571.5400,116.4434
1472713920,571.5400,573.2000,571.3700,572.4600,169.5474
1472717521,572.4600,572.5100,568.1200,568.9300,309.9968
1472721121,568.9300,570.2600,568.7500,570.2100,71.3044
1472724721,570.2100,571.6400,570.2000,570.6000,90.6501
1472728352,570.6000,571.1100,570.4600,570.8700,66.8393
1472731980,570.8700,571.7500,570.4000,571.7500,77.3056
1472735580,571.7500,572.0800,570.9200,571.0800,118.1158
1472739181,571.0800,572.2400,570.8200,571.8900,233.1015
1472742786,571.8900,572.0900,569.9000,570.0100,308.0297
1472746410,570.0100,571.7900,569.1500,569.3200,373.5938
1472750012,569.3200,570.5000,568.5000,569.8500,377.2138
1472753643,569.8500,570.9700,569.4500,570.0800,441.2036
1472757244,570.0800,572.2700,569.5500,572.2500,243.2322
1472760870,572.2500,572.2500,571.4300,571.6300,182.3076
1472764471,571.6300,572.3500,571.4300,571.5700,189.6005
1472768101,571.5700,571.8800,571.1000,571.7400,207.0648
1472771701,571.7400,572.0000,571.0700,572.0000,219.8967
1472775301,572.0000,573.0800,571.1500,572.7900,326.3627
1472778901,572.7900,572.9400,571.5300,572.9400,174.1602
1472782531,572.9400,572.9800,571.6100,571.6200,160.0600
1472786131,571.6200,571.9900,570.8500,571.4500,154.3829
1472789732,571.4500,571.8300,570.0000,570.4200,144.1957
1472793360,570.4200,571.0200,570.4200,570.8700,103.4541
1472796961,570.8700,570.9900,570.4800,570.7100,51.3016
1472800561,570.7100,570.9900,570.3500,570.9900,128.0835
1472804161,570.9900,571.4700,570.9400,571.1600,58.8104
1472807828,571.1600,571.9900,571.1600,571.8200,87.6560
1472811480,571.8200,571.9900,571.7800,571.9900,69.8322
1472815084,571.9900,572.8800,571.9800,572.8800,77.5673
1472818701,572.8800,573.3400,572.8000,573.3400,155.3423
1472822307,573.3400,574.9600,573.3400,574.8800,215.8454
1472825913,574.8800,577.9700,573.5100,576.8400,564.5923
1472829541,576.8400,576.9800,575.6300,575.8900,233.7885
1472833157,575.8900,575.9900,574.2700,574.6500,375.1540
1472836782,574.6500,575.7900,574.6500,575.3100,297.6562
1472840401,575.3100,575.8400,574.6700,574.8700,262.2639
1472844001,574.8700,574.8700,572.8000,573.9900,263.4807
1472847612,573.9900,575.1400,573.9700,575.1200,333.9514
1472851218,575.1200,575.9700,574.9500,575.3900,338.5581
1472854831,575.3900,575.5600,575.0000,575.3500,185.8114
1472858431,575.3500,575.3900,575.2900,575.3900,146.3049
1472862031,575.3900,576.5000,575.3300,575.9800,272.1583
1472865631,575.9800,576.3700,575.6000,575.9700,156.1444
1472869231,575.9700,576.1400,574.6700,575.5900,176.3729
1472872831,575.5900,576.2200,574.9100,576.2200,144.9376
1472876431,576.2200,576.2200,575.0000,575.1400,88.8950
1472880031,575.1400,575.2000,574.8500,575.1800,84.1545
1472883632,575.1800,575.1900,575.1100,575.1800,44.2873
1472887239,575.1800,576.0500,575.0700,575.9900,170.7711
1472890861,575.9900,576.9900,575.9300,576.7300,129.1965
1472894492,576.7300,576.8200,575.9400,576.1900,55.1720
1472898120,576.1900,576.2900,576.1900,576.2900,35.8423
1472901721,576.2900,576.8400,576.2800,576.6900,54.3688
1472905351,576.6900,576.6900,576.1300,576.5600,67.0762
1472908951,576.5600,576.9900,576.3700,576.9300,111.3764
1472912580,576.9300,576.9900,576.6800,576.9500,125.3321
1472916181,576.9500,577.3800,576.3000,576.5000,137.9604
1472919781,576.5000,576.8800,576.3200,576.6100,173.9785
1472923410,576.6100,577.2200,576.4500,576.8700,134.3942
1472927041,576.8700,577.4000,576.2800,577.4000,156.7476
1472930641,577.4000,583.9900,577.3900,583.9900,465.7815
1472934241,583.9900,596.9900,583.9800,596.9900,1132.3809
1472937841,596.9900,597.2300,596.2800,597.2000,216.8052
1472941441,597.2000,600.0000,596.6400,600.0000,322.2290
1472945041,600.0000,600.9900,599.3000,600.6600,290.2988
1472948641,600.6600,600.9900,599.4200,600.4500,227.1792
1472952241,600.4500,600.8400,600.0000,600.2000,168.3444
1472955848,600.2000,600.2000,600.0000,600.1900,161.1208
1472959471,600.1900,600.2000,598.2900,598.9200,182.8655
1472963071,598.9200,599.0900,597.5200,599.0000,171.3499
1472966700,599.0000,599.2000,598.5900,599.0600,94.7332
1472970331,599.0600,599.0800,597.7400,598.3300,92.9873
1472973931,598.3300,598.9500,598.0000,598.8300,68.6817
1472977531,598.8300,599.9600,598.5200,599.6300,42.5168
1472981178,599.6300,603.0900,599.6200,602.7700,162.3090
1472984792,602.7700,604.9700,602.6500,603.7800,157.2785
1472988420,603.7800,605.0000,603.7800,604.7200,70.0445
1472992020,604.7200,606.4900,604.0300,606.4900,119.7099
1472995621,606.4900,614.5300,606.4900,613.9900,408.0572
1472999221,613.9900,617.1300,613.9800,614.2400,501.7434
1473002821,614.2400,614.3900,610.8500,610.8800,396.7394
1473006421,610.8800,616.1900,610.8500,616.1500,238.9762
1473010028,616.1500,616.4700,614.9000,616.0900,234.0600
